"Story","Title","Result","Date","Stability","Duration (s)"
"Doc Electronico Combinado","Se valida la opción documento electronico basico combinado","SUCCESS","2024-04-09T15:13:08.9955795-05:00[America/Bogota]","0.0","157.41"
